feature1	feature2	r	p	p_adj
Candidatus_Methanomethylophilus	ph	-0.397260545475693	0.0111410668554595	0.053823397308469884
Lachnospiraceae_uncl(NK3A20)	ph	-0.39556908208712094	0.011521960522230257	0.05510437493522182
Methanosphaera	Tot_gas	0.3954012200844674	0.011560358378018564	0.05510437493522182
Streptococcus	Acetate_Propionate	-0.39317818518154285	0.012079235951293697	0.05709889930549072
Limosilactobacillus	Acetate_Propionate	0.39278387326032005	0.012173310015356818	0.05709889930549072
Methanobrevibacter	Acetate_Propionate	0.3925959383927314	0.012218365865370742	0.05709889930549072
Candidatus_Saccharimonas	VFA_d	0.3918551187013231	0.012397354949704792	0.057559147980772246
Syntrophococcus	Propionate_d	0.3913941161457891	0.012509858543587169	0.05770676683009565
Prevotellaceae_uncl(UCG-001)	Tot_gas	-0.3909065332528234	0.012629791603055603	0.057886544847338184
Negativicutes_uncl	Acetate_d	-0.3889827327327327	0.01311257360964551	0.05971649764902255
Ruminobacter	Acetate_Propionate	-0.3880855015706033	0.013343036280689492	0.060381461649955614
Eubacterium_nodatum	NH3N_d	0.3864169785549736	0.013780753854420269	0.06196645407659461
Methanomethylophilaceae_uncl	VFA_d	-0.3860949538480876	0.013866619094063129	0.06196645407659461
Izemoplasmatales	Butyrate_d	0.38448187273836787	0.01430358728033677	0.06337128345841556
Bifidobacterium	NH3N_d	-0.3842830346794575	0.014358248839529119	0.06337128345841556
Selenomonas	Acetate_d	-0.38239159675086043	0.014887112899167238	0.06530236639818758
Clostridia_uncl(UCG-014)	Tot_gas	0.3814863537199562	0.015145998085390114	0.06603285750642642
Methanomethylophilaceae_uncl	Acetate_d	-0.38085855408897257	0.015327764357727574	0.06642031221681949
Bifidobacterium	Valerate_d	0.37776007175345355	0.016252084904916936	0.07000145004226271
Izemoplasmatales	VFA_d	-0.37509968941141886	0.017082801363727702	0.07313893997045094
uncl(Family_XIII_AD3011)	Butyrate_d	0.37150367532517853	0.018262255681038383	0.07708299639227714
Prevotella_7	VFA_d	-0.37134681608063935	0.018315223065136298	0.07708299639227714
Syntrophococcus	Butyrate_d	-0.3710411490031705	0.0184188098960273	0.07708299639227714
Methanobrevibacter	IsoValerate_d	0.3709928166632004	0.018435234102208937	0.07708299639227714
Muribaculaceae	ph	-0.36965427729555655	0.018895005994402636	0.0785461004999877
Methanomicrobium	IsoButyrate_d	-0.3692218995840223	0.019045563138678792	0.07871432164251639
Prevotellaceae_uncl(YAB2003)	Tot_gas	-0.36875938600815494	0.019207726672878393	0.07892830213280488
Monoglobus	CH4_p	-0.3675394208880091	0.01964102789581889	0.08024762826006003
Ruminobacter	IsoValerate_d	-0.3671439539397209	0.019783234121390134	0.08036938861814742
Pseudoscardovia	IsoButyrate_d	0.366485643964662	0.02002186933613679	0.08087930268552432
Eubacterium_nodatum	Propionate_d	0.36475832942280617	0.020659502881240178	0.08266651132133435
Acetitomaculum	Acetate_Propionate	0.3646620664393381	0.020695532204921464	0.08266651132133435
uncl(F082)	NH3N_d	0.36403738406581143	0.020930618069067094	0.08314106621879429
uncl(F082)	IsoValerate_d	0.36207472010879654	0.021683803169024008	0.08542066896024811
Acinetobacter	CH4_p	-0.3619217559185738	0.021743443008063152	0.08542066896024811
Bifidobacterium	Tot_gas	-0.36044721016727005	0.022325417507389485	0.08722772414089335
Pseudoscardovia	Tot_gas	0.3597972988816048	0.022586020560922432	0.08759376197485219
Eubacterium_nodatum	Acetate_Propionate	0.3596037464259567	0.022664120231255462	0.08759376197485219
Erysipelotrichaceae_uncl	CH4_ml	-0.35895270428329124	0.022928474637003125	0.08813902884654427
Candidatus_Saccharimonas	Acetate_Propionate	0.3556228137325881	0.02432108920060411	0.09299239988466276
Fibrobacter	Valerate_d	0.35357900362076305	0.025210172515447264	0.09546929817226155
Methanomicrobium	VFA_d	-0.35352066775943636	0.025235940356024382	0.09546929817226155
Erysipelotrichaceae_uncl	CH4_p	-0.3527286412876763	0.025587960724017176	0.09629153640880148
Methanomicrobium	NH3N_d	-0.3522125038409359	0.025819547168293842	0.09665432578706856
Pseudoramibacter	Acetate_d	0.34809533358237466	0.027729880555625183	0.10185848419784037
Bacteroidales_uncl	Propionate_d	0.347956649625446	0.02779621134088905	0.10185848419784037
Methanobacteriaceae_uncl	Tot_gas	0.3475506772060572	0.02799113790097382	0.10185848419784037
Methanobacteriaceae_uncl	NH3N_d	0.3474282097564801	0.028050161834719166	0.10185848419784037
Coprococcus	VFA_d	0.34740563252731305	0.02806105429868264	0.10185848419784037
Prevotellaceae_uncl(YAB2003)	Acetate_d	-0.3469713324327827	0.02827126579883284	0.10185848419784037
Limosilactobacillus	Tot_gas	0.3467980390981354	0.028355506506777203	0.10185848419784037
uncl(F082)	IsoButyrate_d	0.34663576341801733	0.028434579411745122	0.10185848419784037
Candidatus_Saccharimonas	Propionate_d	0.34651839491922953	0.028491883691703603	0.10185848419784037
Prevotellaceae_uncl(YAB2003)	VFA_d	-0.34470301210471993	0.029390456306760297	0.10454814059369956
Prevotellaceae_uncl(UCG-003)	Acetate_d	0.34285848348348347	0.030327289367552114	0.10734659355346415
uncl(F082)	Butyrate_d	0.3418867604340196	0.03083064325289285	0.10859068928974576
Pseudoscardovia	Valerate_d	-0.3405304223109831	0.03154471893247149	0.11056114723880939
Ruminobacter	VFA_d	-0.34019796743516884	0.031721809195252956	0.11063948085173592
Acetitomaculum	IsoButyrate_d	0.33876110322189407	0.03249662490806997	0.11232341121566448
uncl(WPS-2)	IsoValerate_d	-0.3384991137020589	0.03263956341485599	0.11232341121566448
Methanosphaera	CH4_ml	0.33843266072266537	0.03267590144455694	0.11232341121566448
Methanobacteriaceae_uncl	IsoButyrate_d	0.3373274695834632	0.03328513617661276	0.1138702027094647
Prevotella	Acetate_d	-0.33680507019028505	0.03357633741499521	0.1143194345320075
Acinetobacter	CH4_ml	-0.33544453186575596	0.034344570056852514	0.11619346135927999
Rhodospirillales_uncl	Valerate_d	-0.3349918158557528	0.034603371119513435	0.11619346135927999
Rikenellaceae_uncl(RC9_gut)	IsoValerate_d	0.3349606431113538	0.03462125009628003	0.11619346135927999
Selenomonas	IsoButyrate_d	-0.3335305664405284	0.03544964237180088	0.11619346135927999
Treponema	ph	-0.3334508951819564	0.03549626622768957	0.11619346135927999
Catenisphaera	Acetate_d	0.3333802519532199	0.03553764883883411	0.11619346135927999
Methanomethylophilaceae_uncl	Valerate_d	0.3333646663805249	0.03554678414148022	0.11619346135927999
Treponema	IsoValerate_d	0.3332551870329862	0.03561100839130954	0.11619346135927999
Christensenellaceae_uncl(R-7)	NH3N_d	0.33297361141157494	0.03577662653129238	0.11619346135927999
Megasphaera	VFA_d	-0.3326890223093854	0.03594465721055721	0.11619346135927999
Fibrobacter	NH3N_d	-0.33255116767991594	0.03602628294357381	0.11619346135927999
Megasphaera	ph	-0.3324658934479636	0.0360768509395247	0.11619346135927999
Acetitomaculum	Propionate_d	-0.3311904653826855	0.0368401402405129	0.11811973216128577
Pseudoramibacter	Propionate_d	0.3297208629304242	0.037735949009273496	0.12010013354648058
Monoglobus	VFA_d	-0.32962702358584467	0.03779374831882256	0.12010013354648058
Izemoplasmatales	NH3N_d	-0.3293135294372087	0.03798736583575747	0.12018126802020618
Methanosphaera	Butyrate_d	0.3269519533916304	0.03947206631468738	0.12432831460353073
Eubacterium_nodatum	CH4_p	-0.3266225542101439	0.039682862583837214	0.12444406468177022
Methanomethylophilaceae_uncl	IsoButyrate_d	-0.32519891278344665	0.04060447998500473	0.12646688919614354
Prevotellaceae_uncl(UCG-003)	CH4_ml	-0.32499648104852363	0.040736930070730454	0.12646688919614354
Methanimicrococcus	CH4_p	0.3246058615732474	0.04099350376121253	0.12646688919614354
Streptococcus	CH4_p	-0.3243560357637913	0.041158286661925406	0.12646688919614354
Catenisphaera	CH4_ml	-0.324012391930884	0.041385830505228795	0.12646688919614354
Methanomicrobium	ph	0.3240073694050673	0.041389163736919705	0.12646688919614354
Eubacterium_nodatum	VFA_d	0.323667418842633	0.04161528181518846	0.12661670850153087
Methanosphaera	VFA_d	0.32291666808857644	0.042118200412833554	0.1276038698948135
Fibrobacter	Acetate_d	-0.32233847921747366	0.04250887664400705	0.12824407932685672
Fibrobacter	Propionate_d	-0.32202515156813427	0.04272181458138522	0.12833984966532486
Muribaculaceae	IsoButyrate_d	0.32176449774109106	0.04289961408393376	0.12833984966532486
Methanobrevibacter	IsoButyrate_d	0.3209310394131916	0.043472172571315144	0.12951084745204303
Bifidobacterium	Butyrate_d	0.31960566842131555	0.04439540444556357	0.13120155260848948
Lactobacillus	ph	-0.3193950231305822	0.044543588115178355	0.13120155260848948
Izemoplasmatales	IsoValerate_d	0.3191739819470854	0.04469951538252567	0.13120155260848948
Rhodospirillales_uncl	Propionate_d	0.3190690704740366	0.04477367669436565	0.13120155260848948
Olsenella	Valerate_d	0.3180325141436685	0.04551177889238272	0.13282008942062712
Negativicutes_uncl	ph	0.31367834804472977	0.04872046363766038	0.1412765882232993
Clostridia_uncl(UCG-014)	VFA_d	0.3135672747898685	0.04880463956804885	0.1412765882232993
Streptococcus	Acetate_d	-0.31283134253082895	0.04936532403905617	0.14232341406421437
Pseudoramibacter	Valerate_d	-0.31227712855211326	0.04979097696948167	0.14297409049469637
uncl(Family_XIII_AD3011)	IsoButyrate_d	0.3111396317827058	0.050673860863449154	0.14492724206946458
Pseudoramibacter	CH4_ml	0.3094534450610526	0.05200573141759167	0.14814381658796033
Fibrobacter	CH4_p	0.30852611633184407	0.05275009201925057	0.14966791981652444
Sphaerochaeta	Tot_gas	-0.30733858994190294	0.05371576436309859	0.1518054210261482
Shuttleworthia	ph	-0.3068737073159368	0.05409763377346604	0.1522827092442056
Shuttleworthia	VFA_d	-0.30605350140289683	0.0547766769874298	0.15358950606279334
Succiniclasticum	NH3N_d	0.3040499483589616	0.0564641107049695	0.15757834968097045
Syntrophococcus	NH3N_d	0.30384381556547235	0.05664005016504812	0.15757834968097045
Muribaculaceae	Acetate_Propionate	0.30344931122149843	0.05697799018460586	0.1579041200852449
Acetitomaculum	Valerate_d	0.30238455004700376	0.05789812591848163	0.1598345947170439
Prevotella_7	NH3N_d	-0.3003144184095377	0.05972097627509913	0.1642326847565226
Eubacterium_nodatum	Butyrate_d	-0.29917417549153785	0.06074435625147076	0.16548757267273415
Selenomonas	ph	-0.2990942776587778	0.06081658494788481	0.16548757267273415
Olsenella	CH4_p	0.2990334136753839	0.060871652605495215	0.16548757267273415
Methanomicrobium	Acetate_d	-0.29836742878489253	0.06147680697617728	0.16649968556048012
uncl(Family_XIII_AD3011)	Acetate_Propionate	0.2980965972844632	0.061724264060787355	0.16653905208853947
Methanimicrococcus	IsoButyrate_d	-0.297096988882103	0.06264445725946227	0.16838641706960722
Muribaculaceae	Butyrate_d	0.29673938573590486	0.0629762818197322	0.16864435019141769
Olsenella	CH4_ml	0.2951250439784324	0.06449164366930438	0.17205792993862923
Megasphaera	NH3N_d	-0.2942510254044891	0.06532404317447377	0.17363082107713287
Fibrobacter	ph	0.2936405383360483	0.065910486984497	0.17454073405153836
Dialister	ph	-0.2912793246151087	0.0682180057356104	0.17998477528030052
Coprococcus	IsoButyrate_d	0.29023381182992425	0.06925989123438026	0.18206184644331574
Christensenellaceae_uncl(R-7)	IsoButyrate_d	0.2899341663485488	0.06956079808290794	0.1821830425980922
Fibrobacter	VFA_d	-0.28854274185981044	0.07097160200845042	0.18393760123999728
Clostridia_uncl(UCG-014)	IsoButyrate_d	0.28843565295410606	0.07108110866683733	0.18393760123999728
Pseudoscardovia	Propionate_d	0.2884290553241034	0.0710878595969903	0.18393760123999728
Methanomethylophilaceae_uncl	Propionate_d	-0.2882612418220897	0.0712597420188521	0.18393760123999728
Methanobacteriaceae_uncl	Butyrate_d	0.28647837102374024	0.07310609698622085	0.18802467390340974
Methanobrevibacter	Propionate_d	-0.28336852761806514	0.0764163675849978	0.19583406029847109
uncl(NK4A214)	Propionate_d	-0.28271784555549445	0.07712359858777143	0.1964061377939386
Prevotella	VFA_d	-0.2826515306117531	0.07719596326245076	0.1964061377939386
Bifidobacterium	CH4_p	-0.28240661740227757	0.07746367952152543	0.1964061377939386
Methanomethylophilaceae_uncl	Acetate_Propionate	-0.2812577218566821	0.07872924725831136	0.19836174159397885
Prevotellaceae_uncl(YAB2003)	Propionate_d	-0.281203079316309	0.07878983861914685	0.19836174159397885
Methanobrevibacter	Butyrate_d	0.280433459642504	0.0796471188960898	0.1998164561779095
Coprococcus	Butyrate_d	-0.27978409821542727	0.08037608880684753	0.2009402220171188
Muribaculaceae	Valerate_d	0.2781845795940855	0.08219388970017745	0.2047687496014874
Negativicutes_uncl	NH3N_d	-0.2775613724519931	0.08291074421293979	0.2056097361286992
Methanobacteriaceae_uncl	IsoValerate_d	0.27739183821118163	0.08310659264502668	0.2056097361286992
Coprococcus	Acetate_Propionate	0.2765497730534668	0.08408469439332494	0.2073122637628529
Negativicutes_uncl	Propionate_d	-0.27544460637522866	0.0853819446977242	0.209787252435989
Methanomicrobium	CH4_p	0.27315380645034176	0.08812030676435816	0.21577403882368523
Prevotellaceae_uncl(YAB2003)	CH4_ml	-0.27191253873485915	0.08963220946027835	0.21872706404129358
Syntrophococcus	CH4_p	-0.27123416355964547	0.0904669199447616	0.22001308762076374
Methanomethylophilaceae_uncl	Tot_gas	-0.27057333684700374	0.09128579673086971	0.22125201580532827
Rhodospirillales_uncl	Tot_gas	0.2692379891735326	0.0929579625892884	0.22403433532239073
Sphaerochaeta	CH4_p	-0.26915677616417605	0.09306041621083923	0.22403433532239073
Prevotella	Acetate_Propionate	-0.268759466926198	0.09356289261017837	0.22448814837677025
Olsenella	Propionate_d	-0.2678177664592834	0.0947622016337362	0.22660526477632573
uncl(WPS-2)	Propionate_d	0.26703906428954416	0.0957628240279174	0.22823473059986982
Prevotellaceae_uncl(YAB2003)	IsoButyrate_d	-0.2663459818678059	0.09666023665640494	0.22960820335325427
Lachnospiraceae_uncl(NK3A20)	NH3N_d	-0.26592200478745226	0.09721238210011007	0.2301551430515851
uncl(NK4A214)	Valerate_d	0.2653492489002968	0.09796212118095113	0.23116474140059426
