feature1	feature2	r	p	p_adj
Methanosphaera	Tot_gas	0.35276582580184995	7.758948068833043e-05	0.0008534842875716346
Bifidobacterium	IsoValerate_d	0.3514572498296579	8.283226932174214e-05	0.0008973495843188731
Eubacterium_nodatum	Propionate_d	0.3497648913506706	9.010331311065864e-05	0.0009615502817032976
Shuttleworthia	IsoValerate_d	0.3493232758880538	9.209627461493376e-05	0.0009634475244478662
Methanomicrobium	Acetate_Propionate	-0.3490233409421291	9.347320129804833e-05	0.0009634475244478662
Prevotellaceae_uncl(UCG-001)	NH3N_d	-0.3488401643101151	9.432353386202886e-05	0.0009634475244478662
Bifidobacterium	Tot_gas	-0.34521174140460337	0.00011272731005096333	0.0011352116434709687
Eubacterium_nodatum	Valerate_d	-0.34448827481219113	0.00011677533887820349	0.001148973162513461
Acetitomaculum	IsoButyrate_d	0.3443948651572865	0.00011730774945941629	0.001148973162513461
Treponema	Butyrate_d	0.33998781069230155	0.00014515447827669785	0.0014025061076734997
Prevotellaceae_uncl(UCG-001)	IsoValerate_d	-0.33944905711580836	0.00014895145223715807	0.001420003844660907
Syntrophococcus	Butyrate_d	-0.334935109509565	0.00018458841661089212	0.0017365883931156297
Candidatus_Saccharimonas	NH3N_d	0.33341424343656784	0.00019827701261524084	0.0018411436885700935
Lactobacillus	CH4_p	0.3328139219168715	0.00020393484615971675	0.0018694027564640702
Candidatus_Saccharimonas	Valerate_d	-0.33162047264635297	0.00021562996198006983	0.001951587630579113
Coprococcus	Acetate_Propionate	0.32670833202579963	0.00027061695238030255	0.0024186390118989542
uncl(UCG-010)	ph	-0.3259073982229963	0.00028072609295312883	0.0024386760783066275
Pseudoramibacter	Propionate_d	0.3257407374150449	0.000282873060835227	0.0024386760783066275
Muribaculaceae	VFA_d	0.32572387975882855	0.0002830910692300001	0.0024386760783066275
Limosilactobacillus	Tot_gas	0.3252862621732709	0.00028880514683690917	0.002458281904623691
Fibrobacter	Butyrate_d	0.32424839088544327	0.000302785985683636	0.002546964467809409
uncl(F082)	ph	-0.3231874990536083	0.0003177213977771822	0.0026415209233800613
Pseudoscardovia	CH4_ml	0.32281170180660645	0.0003231731941291883	0.002655963606923789
Lachnospiraceae_uncl(NK3A20)	CH4_p	0.32251725301020906	0.00032750509688536785	0.0026609789121936137
Methanosphaera	NH3N_d	0.3222398667388713	0.00033163498732707907	0.002664258606054624
Prevotella	ph	-0.3215782442057979	0.00034168059072373406	0.002714462470749665
Succinivibrio	ph	0.31978520935014887	0.00037033460533814636	0.002909771899085436
Methanimicrococcus	ph	0.31922724122896784	0.0003796939158522462	0.002950882063416914
Methanosphaera	Acetate_Propionate	0.3181097477937447	0.00039909824008885344	0.00302289902247598
Muribaculaceae	IsoValerate_d	0.31801301061404896	0.0004008202993917267	0.00302289902247598
Pseudoramibacter	Butyrate_d	-0.3178596838148672	0.0004035637776288658	0.00302289902247598
Monoglobus	CH4_ml	-0.31773143871659165	0.00040587175686390784	0.00302289902247598
Methanomethylophilaceae_uncl	IsoButyrate_d	-0.31685290867207827	0.00042201253117017185	0.003110710925635803
Succinivibrio	Acetate_d	0.3162648771920163	0.0004331444867224646	0.0031229416586343785
Eubacterium_nodatum	NH3N_d	0.31623095295079656	0.00043379488593715116	0.0031229416586343785
Limosilactobacillus	CH4_p	0.3160761068818064	0.00043677505715166137	0.0031229416586343785
Lactobacillus	CH4_ml	0.3146418115573537	0.0004652900768204893	0.0032938851972935624
Methanosphaera	VFA_d	0.31364211779864115	0.00048616825183359536	0.003407944118245301
Shuttleworthia	CH4_ml	0.3124894964790176	0.0005113089398216848	0.0035436839770076854
Methanomethylophilaceae_uncl	Acetate_Propionate	-0.312304889230056	0.0005154449421102087	0.0035436839770076854
Coprococcus	IsoButyrate_d	0.31208308179761707	0.0005204550957626783	0.0035440513663839526
uncl(WPS-2)	CH4_p	-0.3117224515710378	0.0005286966886039321	0.003566208795771806
Succinivibrio	Valerate_d	-0.3114998973032327	0.0005338425198781396	0.003567265436568877
Sphaerochaeta	CH4_ml	-0.31127876100235435	0.0005390011586677648	0.003568387300439369
Prevotellaceae_uncl(UCG-001)	Butyrate_d	-0.3101929869797644	0.0005650016168803348	0.003706203266692104
Coprococcus	Butyrate_d	-0.30750272639906084	0.0006344695268721766	0.004124051924669148
Muribaculaceae	CH4_p	0.3050025802135875	0.0007059746075645198	0.004547494093771456
Syntrophococcus	VFA_d	0.3046582931413172	0.0007163806264603286	0.00457332274927799
Succiniclasticum	ph	-0.3031152500276695	0.0007647693108119532	0.00483902705513758
Lactobacillus	Butyrate_d	0.30192045654617333	0.0008042751820122923	0.005031073291596942
Prevotella_7	Valerate_d	0.301775489727442	0.0008091936063407669	0.005031073291596942
uncl(WPS-2)	CH4_ml	-0.3009225654766178	0.0008386937637603698	0.005169534836971245
Pseudobutyrivibrio	CH4_p	0.29916480824752717	0.0009026183958279157	0.005516001307837262
Olsenella	ph	0.29708292552182547	0.0009840816254365818	0.005962867476162339
Methanomethylophilaceae_uncl	VFA_d	-0.29490817776651573	0.0010763079919310248	0.006466892556560359
Candidatus_Methanomethylophilus	ph	-0.2946396951977551	0.0010882251379653902	0.006484008113710449
Ruminobacter	IsoButyrate_d	-0.2941101275249724	0.001112084925495701	0.006571410923383688
Methanobrevibacter	Acetate_Propionate	0.2932018263424289	0.0011541230783585386	0.006763918041199631
Pseudoramibacter	Tot_gas	0.2929724166821332	0.0011649675220910213	0.006771965677195775
Eubacterium_nodatum	Butyrate_d	-0.2925252484919359	0.0011863732642326574	0.006840781321986694
Clostridia_uncl(vadinBB60)	CH4_p	-0.2919565588079851	0.0012141142695019013	0.006944733621550876
Methanomethylophilaceae_uncl	CH4_ml	-0.2912810425085259	0.0012478342354915095	0.007080964114098646
Methanomethylophilaceae_uncl	NH3N_d	-0.2907376945896263	0.0012755737638210762	0.007169408906882784
Lachnospiraceae_uncl(NK3A20)	CH4_ml	0.2905849073779271	0.001283474601511883	0.007169408906882784
Megasphaera	CH4_p	0.29023781628639955	0.0013015891397109927	0.007214234379018292
Pseudobutyrivibrio	CH4_ml	0.28983606855597827	0.001322846826322543	0.007275657544773987
Clostridia_uncl(vadinBB60)	Tot_gas	-0.2875393385125149	0.0014505636406008102	0.007917198496409003
Pseudoscardovia	Tot_gas	0.28699457613833995	0.0014824580242351335	0.008029980964606973
Methanimicrococcus	CH4_p	0.28661478619113023	0.0015050696713506237	0.008091164022674405
Acetitomaculum	IsoValerate_d	0.28378081696181273	0.0016839499446127414	0.008985255301478435
Methanobrevibacter	Acetate_d	0.2824933694319877	0.0017714193320307705	0.00938196164742223
Acetitomaculum	ph	-0.28194547293596584	0.0018098785708852954	0.009386939491115727
Succinivibrio	IsoValerate_d	-0.2817782010806118	0.0018217701470693455	0.009386939491115727
Methanomicrobium	IsoButyrate_d	-0.28171122357902506	0.0018265515048637418	0.009386939491115727
Methanobacteriaceae_uncl	CH4_ml	0.2816137661265414	0.0018335290850802334	0.009386939491115727
Ruminobacter	Butyrate_d	-0.2815421470535439	0.0018386721392120878	0.009386939491115727
Prevotellaceae_uncl(UCG-001)	Acetate_Propionate	-0.2810937349744083	0.0018711717011694437	0.009386939491115727
Pseudoscardovia	VFA_d	0.281051290848334	0.0018742747533344417	0.009386939491115727
Pseudoramibacter	Valerate_d	-0.28100877265691554	0.0018773878982231455	0.009386939491115727
Pseudoramibacter	CH4_p	0.2808128751915458	0.0018917919967344622	0.009393272761563475
Methanomicrobium	ph	0.27993368477870073	0.0019576797157519203	0.009653386184569814
Pseudoramibacter	NH3N_d	0.2796437819275593	0.001979857100603522	0.009695875526928207
Limosilactobacillus	ph	0.2792890777787344	0.002007301288987985	0.009763404228751084
Fibrobacter	CH4_ml	0.2728326588203965	0.0025709492303889326	0.012420464187351939
Ruminobacter	IsoValerate_d	-0.2710297023976891	0.0027520401045304068	0.013202394625473044
Prevotella	CH4_p	-0.27085933564425146	0.0027697331382111282	0.013202394625473044
Dialister	CH4_ml	0.2703885432405768	0.0028191607530127036	0.013349006214596577
Eubacterium_nodatum	VFA_d	0.26939923975056396	0.0029256256085178818	0.01376198888217293
Prevotella	CH4_ml	-0.26888141557468737	0.002982783918839874	0.01391467329403915
Shuttleworthia	Propionate_d	-0.26875395538372776	0.0029970065556392017	0.01391467329403915
Prevotellaceae_uncl(UCG-003)	CH4_p	-0.26806303470497855	0.0030751710986451843	0.014140719641371471
Candidatus_Saccharimonas	CH4_p	-0.26780671373833226	0.003104632462990714	0.014140719641371471
Ruminobacter	Acetate_Propionate	-0.2678033120596354	0.003105025152021428	0.014140719641371471
Comamonas	CH4_ml	-0.26661104828615356	0.003245445621238763	0.01468666847585896
Candidatus_Methanomethylophilus	CH4_ml	-0.2652662465801116	0.00341066524114217	0.015337268222746236
Monoglobus	CH4_p	-0.264849872016731	0.00346333126432946	0.015476761587472274
Candidatus_Saccharimonas	Acetate_d	0.26438218002425024	0.0035233586590952518	0.015630427003669577
Prevotellaceae_uncl(UCG-003)	Valerate_d	-0.26424270984696413	0.0035414394050272326	0.015630427003669577
Lactobacillus	IsoValerate_d	0.2632225803870705	0.0036762417262053973	0.016125845608815085
Pseudoscardovia	IsoButyrate_d	0.26284906948661224	0.0037267386879210247	0.016229743569843504
Acetitomaculum	NH3N_d	0.2627127316448446	0.003745325439194655	0.016229743569843504
uncl(NK4A214)	ph	-0.26172432912204785	0.0038825791952708673	0.016723157377220906
Acetitomaculum	VFA_d	0.26068317649334327	0.004032020116941362	0.017262840620437567
Methanosphaera	IsoButyrate_d	0.2602667579999669	0.004093219335577926	0.017420546577013196
Methanomethylophilaceae_uncl	Acetate_d	-0.25989580954250563	0.004148435478737937	0.01755107317927589
Ruminobacter	NH3N_d	-0.2584509243226955	0.004369923844780798	0.018379385582460415
uncl(WPS-2)	Butyrate_d	-0.2571112634819434	0.004584674693586837	0.019169838631079465
uncl(WPS-2)	Valerate_d	-0.2563402391138046	0.0047125054390131735	0.019589775516828018
Fibrobacter	Propionate_d	-0.25515380445658764	0.004915435157209267	0.020315237788466046
Clostridia_uncl(UCG-014)	NH3N_d	0.2540988897627891	0.005102385006798632	0.02087197306961936
Limosilactobacillus	Acetate_Propionate	0.25406483255333057	0.005108524877179564	0.02087197306961936
Acetitomaculum	Butyrate_d	0.2537064235691199	0.00517354008783123	0.02101750660681437
Clostridia_uncl(vadinBB60)	ph	-0.2517296547869383	0.005545563570000255	0.022351284038517417
Comamonas	Propionate_d	-0.25163286864015816	0.005564375606791749	0.022351284038517417
Candidatus_Saccharimonas	ph	-0.2507471850440972	0.005739181129225108	0.022924662052491357
Bifidobacterium	CH4_ml	-0.25046895765206706	0.0057950945196948945	0.023019403231010274
Pseudoscardovia	Acetate_d	0.2500673662273214	0.005876654495398752	0.023214408642044795
Methanobrevibacter	Valerate_d	-0.24910536135837708	0.006076197970828775	0.023839200429358078
Lactobacillus	Valerate_d	0.24898538613665366	0.006101501648353187	0.023839200429358078
Muribaculaceae	Acetate_d	0.2478070237359441	0.006355050386263286	0.024694896881403534
Prevotellaceae_uncl(UCG-001)	VFA_d	-0.24763597667907578	0.006392622262574273	0.024706621176976244
Sphaerochaeta	CH4_p	-0.24662479002645757	0.006618795666327887	0.025443219900131396
Prevotella_7	IsoValerate_d	0.24613577660619704	0.006730700499112372	0.025735031320135538
Prevotella_7	CH4_p	0.2450085579334263	0.006995069003226309	0.026501355132648622
Monoglobus	Tot_gas	-0.2449658943444627	0.007005253314784042	0.026501355132648622
Prevotellaceae_uncl(UCG-003)	ph	-0.24474445621576577	0.007058324729184218	0.026561590428245872
Pseudoscardovia	Acetate_Propionate	0.24414942768448739	0.0072027030988711	0.026962998511480818
Lactobacillus	IsoButyrate_d	0.24283353769444324	0.007531319609682401	0.028046320421473522
uncl(WPS-2)	ph	-0.24212395617182164	0.0077139739470964705	0.02857767550349211
Methanobacteriaceae_uncl	Tot_gas	0.24174059116408395	0.007814278078724026	0.028800045496328242
Pseudoscardovia	CH4_p	0.24038323960351757	0.008178751796662184	0.02998875658776134
Methanosphaera	CH4_p	0.23827746407990494	0.008773941777024561	0.03190422745696538
Treponema	IsoValerate_d	0.23822106287112024	0.008790395537093957	0.03190422745696538
Eubacterium_nodatum	Tot_gas	0.23775895030613287	0.008926234468736484	0.0322336244704373
Treponema	NH3N_d	-0.23665816840794596	0.009257292427241999	0.03326112605767854
Methanobrevibacter	NH3N_d	0.23591341081106604	0.009487366890360525	0.03391733663303888
Methanosphaera	Propionate_d	0.2349374248500853	0.009796486887716267	0.03484819962545836
Erysipelotrichaceae_uncl	CH4_p	-0.23462719520516234	0.009896583339119558	0.03502998558153705
Fibrobacter	Acetate_d	-0.23270993635262158	0.01053538400413916	0.03710738700965271
Clostridia_uncl(vadinBB60)	VFA_d	-0.23212443861482168	0.010737547936954056	0.03763405281824584
Lachnospiraceae_uncl(NK3A20)	Butyrate_d	0.2319676689357437	0.010792252833163166	0.03764127207664226
Olsenella	Tot_gas	0.23153443559287964	0.010944703820762644	0.037987685591481996
Sphaerochaeta	ph	-0.23087213500347167	0.011181413431689286	0.038621790355834976
Methanimicrococcus	Valerate_d	0.22932198800804215	0.011753067420874098	0.040401169259254716
Candidatus_Methanomethylophilus	CH4_p	-0.22899131343782797	0.011878271426337093	0.04052635664671741
Clostridia_uncl(vadinBB60)	IsoButyrate_d	-0.22892676832548978	0.01190284600812679	0.04052635664671741
Lachnospiraceae_uncl(NK3A20)	Valerate_d	0.22859254563579864	0.012030809423587727	0.04076790871026173
Syntrophococcus	Tot_gas	0.2276877162190336	0.012383299980426341	0.04176443153775865
Limosilactobacillus	IsoButyrate_d	0.22611791624885594	0.01301629505895358	0.04369319702888173
Limosilactobacillus	VFA_d	0.22578109330283447	0.013155736765913006	0.04395159082680529
Coprococcus	CH4_ml	0.22563598130882567	0.01321621262624215	0.04395159082680529
Christensenellaceae_uncl(R-7)	ph	-0.22545201425484188	0.013293230144597603	0.0440030534879041
Methanobacteriaceae_uncl	CH4_p	0.22487921994420207	0.013535543327915223	0.044598679628845096
Prevotellaceae_uncl(UCG-003)	Butyrate_d	-0.2229397000140766	0.014384869348980174	0.046845787488855054
Dialister	CH4_p	0.22291297691475945	0.014396888452566845	0.046845787488855054
Prevotellaceae_uncl(UCG-003)	CH4_ml	-0.22287476844198278	0.014414088458109247	0.046845787488855054
Shuttleworthia	Acetate_d	-0.222485198502866	0.014590481710661034	0.04720449965213864
Sphaerochaeta	Tot_gas	-0.22228035986274297	0.014683981940699538	0.04729300489909986
uncl(F082)	NH3N_d	0.22195391690221847	0.014834067051290672	0.04756214323620103
Prevotella_7	Butyrate_d	0.2216721468299126	0.014964684641906577	0.04776673892394286
uncl(Family_XIII_AD3011)	Acetate_Propionate	0.21995699826892423	0.015781539078915507	0.05015022418410928
Methanomethylophilaceae_uncl	Tot_gas	-0.21923086946697154	0.01613886285828402	0.05105879178616405
Dialister	Tot_gas	0.21896820079105486	0.016269838669052097	0.051181114626254506
Methanomicrobium	NH3N_d	-0.2188667116984638	0.016320691097602834	0.051181114626254506
Eubacterium_nodatum	CH4_ml	0.2186034931746535	0.01645322310508604	0.05137141711850008
Christensenellaceae_uncl(R-7)	NH3N_d	0.21713472252405666	0.017210021738915057	0.05350071975358377
Selenomonas	Valerate_d	0.2168757782426599	0.017346525139769236	0.05369162543261906
Catenisphaera	Tot_gas	0.21650833795908236	0.017541830822129744	0.05406210792164986
Pseudoscardovia	NH3N_d	0.2159635198368611	0.017834920098670763	0.05472947583926865
Fibrobacter	IsoValerate_d	0.2145787785342024	0.01859898739384975	0.056830239258985345
Pseudobutyrivibrio	ph	0.2136636151353751	0.019119330261563223	0.05817157930645832
Ruminobacter	ph	0.21334059744337938	0.019305967369425425	0.05849053673364059
Prevotella_7	CH4_ml	0.21286512847492584	0.019583548362933724	0.05908116911180428
uncl(WPS-2)	IsoValerate_d	-0.21250245994455966	0.019797583197583832	0.05947593271543042
Methanimicrococcus	Acetate_d	-0.21230867194111222	0.019912774762522446	0.05957169018913619
Negativicutes_uncl	VFA_d	-0.2118413023323887	0.0201929678166628	0.06015821662047459
Erysipelotrichaceae_uncl	CH4_ml	-0.21040818255441912	0.021073410735491866	0.06252069989990326
Comamonas	CH4_p	-0.2097341081450228	0.021498821310323473	0.06351924478050117
Treponema	ph	-0.20907973950686276	0.02191883546702499	0.06444710635628367
Treponema	VFA_d	-0.20896510108421557	0.021993138392913593	0.06444710635628367
Eubacterium_nodatum	Acetate_Propionate	0.20731123149431654	0.023089404803547157	0.06738336503892334
Candidatus_Saccharimonas	Propionate_d	0.20714021387723475	0.023205391416888703	0.06740229652462346
Comamonas	Acetate_d	-0.20702409436438346	0.023284429708506284	0.06740229652462346
Lachnospiraceae_uncl(NK3A20)	IsoValerate_d	0.20674454365144773	0.023475656514974654	0.06768183229115676
Methanosphaera	Valerate_d	-0.20579319176198302	0.024136543498188084	0.06900337606568048
Megasphaera	NH3N_d	-0.20575271901259234	0.024165008804908093	0.06900337606568048
Negativicutes_uncl	Tot_gas	-0.2056695934931873	0.02422356278669343	0.06900337606568048
uncl(WPS-2)	Tot_gas	-0.2052303203464399	0.024535008898817712	0.06961321969307406
Methanobrevibacter	Tot_gas	0.2038261045544337	0.025553679922402622	0.0722169215198335
Lactobacillus	Tot_gas	0.20339252215301526	0.02587542619858465	0.07272064179467548
Negativicutes_uncl	CH4_ml	-0.2033123000088861	0.025935333786912235	0.07272064179467548
Methanobrevibacter	ph	-0.20213268459306208	0.02682999796873719	0.07493534588924644
Succiniclasticum	NH3N_d	0.20126373475143128	0.027505751016939705	0.07652378201210852
Syntrophococcus	Acetate_Propionate	0.2008104046782272	0.02786400713729963	0.07722001977972572
Rhodospirillales_uncl	CH4_p	-0.2005333469698864	0.028084908744495297	0.07753169788538278
Megasphaera	VFA_d	-0.1989772432157454	0.02935348740607588	0.08072209036670866
Pseudoramibacter	VFA_d	0.1975492011108631	0.03056016820220758	0.08371846844666062
Methanomicrobium	IsoValerate_d	-0.19726472201387654	0.03080550780460461	0.08406846595531411
Methanomethylophilaceae_uncl	CH4_p	-0.1964899132037733	0.03148219642177674	0.08558848076642726
Prevotellaceae_uncl(UCG-003)	Propionate_d	0.19546886413918418	0.03239312964939432	0.08773139280044295
Limosilactobacillus	Acetate_d	0.19532622984382486	0.0325221387680401	0.08774841214773084
Methanobrevibacter	VFA_d	0.19477929832018046	0.03302085886128848	0.0886221093922221
Ruminobacter	Tot_gas	-0.19469983700694113	0.03309385064017245	0.0886221093922221
Methanobacteriaceae_uncl	ph	0.19442776315876054	0.03334480631044688	0.08884525834109304
Rhodospirillales_uncl	ph	-0.19434043232831366	0.03342569859266298	0.08884525834109304
Dialister	NH3N_d	0.19327993801223353	0.034421305286094626	0.09115271585021355
Candidatus_Saccharimonas	Acetate_Propionate	0.18861881134116476	0.0390987708719743	0.10315727370281043
Prevotellaceae_uncl(UCG-003)	IsoValerate_d	-0.18842858619405528	0.039300460227150044	0.1033081950823981
uncl(F082)	CH4_p	-0.18718730914616796	0.0406380659431076	0.10643302985099609
Olsenella	Valerate_d	0.18642085647819243	0.04148286830585133	0.1082490906521303
Ruminobacter	Propionate_d	0.18495980661072373	0.043133958132427715	0.11214829114431205
Methanomicrobium	VFA_d	-0.1844327175706416	0.043742907197029314	0.11331948784737667
Syntrophococcus	CH4_ml	0.1822424461216106	0.046350627550661244	0.1196415115477357
Clostridia_uncl(vadinBB60)	NH3N_d	-0.1802419506258815	0.0488440676520374	0.12562413083167892
Methanimicrococcus	NH3N_d	-0.17990427722500044	0.04927571892014748	0.12628006820037796
Methanimicrococcus	CH4_ml	0.1789469592942591	0.05051667481023179	0.12899793746184188
Methanobrevibacter	IsoButyrate_d	0.17828223900376333	0.051393458966343446	0.13076983331293796
Prevotella_7	Propionate_d	-0.17503530475627918	0.05585884153761264	0.14162791382763487
Methanimicrococcus	IsoButyrate_d	-0.1743760732080004	0.05680333930903036	0.14351373712352195
Candidatus_Saccharimonas	Butyrate_d	-0.17295305652237078	0.058886887390777944	0.1482539594521346
uncl(UCG-010)	CH4_ml	-0.17235426690761993	0.0597821485096742	0.14984062050075256
Clostridia_uncl(UCG-014)	ph	-0.17225194026072688	0.05993624820030102	0.14984062050075256
Syntrophococcus	IsoValerate_d	-0.172034557795816	0.0602646965388103	0.1501367875444229
Treponema	CH4_p	0.17026883708823898	0.06298749369568651	0.15637520136255506
Pseudoramibacter	IsoValerate_d	-0.17010184543444493	0.06325011485352912	0.15638635768521325
uncl(NK4A214)	Acetate_Propionate	0.1699881487416291	0.06342943178840817	0.15638635768521325
uncl(Family_XIII_AD3011)	CH4_p	-0.169095404167652	0.06485188170954721	0.15875427024614927
Monoglobus	VFA_d	-0.16896881739040348	0.06505566518188714	0.15875427024614927
Muribaculaceae	Butyrate_d	0.1688969519235858	0.06517158838026205	0.15875427024614927
uncl(Family_XIII_AD3011)	NH3N_d	0.16872629078078694	0.06544754880394159	0.15875427024614927
Rhodospirillales_uncl	CH4_ml	-0.16858319472725797	0.06567966871049348	0.15875427024614927
Acinetobacter	ph	-0.16855711369365003	0.06572204754246179	0.15875427024614927
Comamonas	Tot_gas	-0.16836704461408103	0.06603156144213317	0.15896487013846872
Acinetobacter	CH4_p	-0.16816828160495906	0.06635650010781176	0.15921106569491747
Limosilactobacillus	IsoValerate_d	0.16697997742478168	0.06832636965063447	0.1631489947961463
Shuttleworthia	Tot_gas	0.1669038762398835	0.06845412369069076	0.1631489947961463
Selenomonas	Propionate_d	-0.16580371126375357	0.07032276324819105	0.16704576651978936
Candidatus_Methanomethylophilus	Tot_gas	-0.16562832588832826	0.07062443962829375	0.1672068686563908
