feature1	feature2	r	p	p_adj
Methanobacteriaceae_uncl	Butyrate_d	-0.3702625965981853	0.01868487676817459	
Muribaculaceae	Butyrate_d	0.36923667990154885	0.019040399957749768	
Clostridia_uncl(UCG-014)	Propionate_d	-0.36836960996703955	0.01934528516690576	
Succinivibrio	NH3N_d	0.3676347523005684	0.019606876062813278	
Prevotellaceae_uncl(UCG-003)	Butyrate_d	0.36729249893041693	0.019729717894728337	
Lachnospiraceae_uncl(NK3A20)	Valerate_d	0.3655451150433766	0.020366987317136768	
Sphaerochaeta	Valerate_d	0.3612845862054326	0.02199334764813355	
Succiniclasticum	CH4_ml	0.35996435220826745	0.022518794051438407	
Succiniclasticum	CH4_p	0.3595886065379039	0.022670238759472945	
Treponema	ph	-0.3590883548589867	0.022873183037158774	
Izemoplasmatales	IsoButyrate_d	0.35685925484788367	0.023795996480286997	
Streptococcus	Acetate_d	0.356770753270658	0.023833265140703035	
Methanimicrococcus	IsoValerate_d	0.35608273175460187	0.02412465631707338	
Syntrophococcus	VFA_d	0.3545874118281406	0.02476818602813834	
Eubacterium_nodatum	ph	0.3524740728522937	0.025701966955465522	
Clostridia_uncl(vadinBB60)	Valerate_d	0.3522126903363717	0.025819463176325184	
Megasphaera	CH4_ml	0.350359855842985	0.02666518867840556	
Lachnospiraceae_uncl(NK3A20)	ph	-0.3489512363597128	0.027323405693139492	
Dialister	Acetate_Propionate	0.3488398399672351	0.027376027767265335	
Bifidobacterium	ph	-0.3486345827341447	0.0274732081156001	
Lactobacillus	IsoValerate_d	0.34820282637299155	0.02767855826837971	
Coprococcus	Butyrate_d	-0.3480976419379898	0.027728777607543595	
Erysipelotrichaceae_uncl	Acetate_d	0.34569340150923417	0.028897380037239462	
Treponema	Butyrate_d	0.3455562668878126	0.02896524359124791	
Selenomonas	ph	-0.3452055823740846	0.0291393851801787	
Succiniclasticum	NH3N_d	0.3451582449499341	0.029162957914462904	
Syntrophococcus	Valerate_d	-0.3445304008082872	0.029477099396768718	
uncl(NK4A214)	Butyrate_d	0.34388364367811464	0.029803619488337416	
Christensenellaceae_uncl(R-7)	IsoButyrate_d	0.34327472380019053	0.03011375901483114	
Acetitomaculum	Acetate_Propionate	0.3432012649677647	0.030151352865248088	
Methanomethylophilaceae_uncl	Butyrate_d	0.34200406617534107	0.030769515818622414	
Methanomethylophilaceae_uncl	VFA_d	-0.3393747103672934	0.03216386093385149	
Sphaerochaeta	Propionate_d	-0.339280550799213	0.03221474162204628	
Sphaerochaeta	ph	-0.3388195324824213	0.03246481684693461	
Methanobrevibacter	CH4_ml	0.33765273100698956	0.03310487554839894	
Eubacterium_nodatum	VFA_d	0.3347108382694373	0.03476479810416848	
Shuttleworthia	Acetate_d	-0.3333335451703853	0.035565031230336525	
Fibrobacter	Propionate_d	-0.3330987601626522	0.03570293843443191	
Dialister	VFA_d	0.33148664294315044	0.036661724321803556	
Succinivibrio	Tot_gas	0.3313599531216268	0.03673795500023732	
Shuttleworthia	Valerate_d	0.3297903804960193	0.03769317698291302	
Streptococcus	Propionate_d	0.32971704686150854	0.037738298066284245	
Lachnospiraceae_uncl(NK3A20)	CH4_p	0.3296394619320216	0.03778608290420799	
Methanomethylophilaceae_uncl	ph	-0.32959231279070067	0.03781514635296984	
Candidatus_Methanomethylophilus	Acetate_d	-0.32951371719759315	0.03786363443681241	
Fibrobacter	Acetate_d	-0.32934130093915925	0.03797018122749851	
Methanosphaera	CH4_ml	0.32923290939339533	0.038037288329863556	
Acetitomaculum	CH4_p	0.32904509826424905	0.0381537946298682	
Succiniclasticum	IsoButyrate_d	0.3282100059266304	0.03867536500137451	
Pseudoramibacter	CH4_ml	0.32757334564640783	0.039076895251514775	
Lactobacillus	ph	-0.32748248693396453	0.03913447426169979	
Prevotella_7	IsoButyrate_d	0.3273574087531997	0.03921385193797784	
Treponema	IsoValerate_d	0.324889030222748	0.040807377261685984	
Limosilactobacillus	Acetate_Propionate	0.32476668450941976	0.04088771048239105	
uncl(F082)	IsoValerate_d	0.32462223646447524	0.04098272178817615	
Treponema	CH4_p	0.3245224071642067	0.041048489777612156	
Pseudoramibacter	IsoValerate_d	-0.32418259646059866	0.0412730020792741	
Acetitomaculum	VFA_d	0.3230351421315687	0.04203850977450039	
Prevotellaceae_uncl(UCG-003)	CH4_ml	0.3214537735218615	0.04311235190692623	
Prevotella	NH3N_d	0.3206991447251254	0.04363257346947728	
Pseudoramibacter	ph	0.3202924854335808	0.04391501659279486	
Rhodospirillales_uncl	IsoButyrate_d	0.31958679403863116	0.04440866579541707	
uncl(F082)	ph	-0.3194056064161759	0.0445361334971465	
Prevotella_7	Tot_gas	0.319320056709205	0.044596421632310944	
Prevotella	Tot_gas	0.3186325421522043	0.045083326133055504	
Izemoplasmatales	CH4_ml	0.3185641153670082	0.04513202109286439	
Muribaculaceae	CH4_p	0.31758861938632715	0.04583085841521799	
Prevotellaceae_uncl(UCG-001)	Valerate_d	0.3164838444957734	0.04663284707491992	
Lactobacillus	Butyrate_d	0.3162591051299329	0.046797371255578334	
uncl(NK4A214)	CH4_p	0.3152897944515754	0.04751234998251382	
Prevotella_7	Acetate_Propionate	0.314083362445642	0.04841451735965836	
uncl(F082)	CH4_p	0.31251771889937807	0.049605835008786875	
Syntrophococcus	Butyrate_d	-0.3119542855119394	0.05004028835351394	
Methanobrevibacter	Acetate_d	0.3116666230506312	0.05026327722750596	
Prevotella_7	IsoValerate_d	0.3114752177150604	0.05041209227472807	
Pseudoscardovia	Acetate_d	0.311305496666393	0.050544344289333375	
Christensenellaceae_uncl(R-7)	ph	-0.31099091527051076	0.050790213774722724	
Bifidobacterium	CH4_p	0.30926972213463155	0.05215253082008096	
uncl(NK4A214)	Valerate_d	0.3090541937649818	0.052325167353987276	
Sphaerochaeta	Acetate_d	-0.30859576143099565	0.05269389321375569	
Muribaculaceae	ph	-0.3083620742718312	0.052882652671269285	
Succiniclasticum	Tot_gas	0.3080394029256422	0.05314417952807653	
Methanomethylophilaceae_uncl	NH3N_d	-0.30793822869086723	0.053226394995114674	
Izemoplasmatales	CH4_p	0.30766339637509876	0.053450242011138814	
uncl(WPS-2)	Valerate_d	0.3073059626942748	0.05374249475435319	
Prevotella	ph	-0.3073004266926853	0.053747031269068955	
Limosilactobacillus	IsoButyrate_d	0.30632837916732353	0.0545483516320262	
Eubacterium_nodatum	CH4_ml	0.30540955276436876	0.055314563910582905	
Megasphaera	Acetate_Propionate	0.30505796212014	0.05561002386836578	
Methanobrevibacter	Tot_gas	0.30302487220052327	0.05734336852876325	
Izemoplasmatales	Tot_gas	0.3009166089645412	0.059186069390358205	
Clostridia_uncl(UCG-014)	IsoButyrate_d	0.29744635203406966	0.062321620176167034	
Candidatus_Methanomethylophilus	Valerate_d	0.29708490842204516	0.06265564418182065	
Rikenellaceae_uncl(RC9_gut)	CH4_p	0.2963520593200915	0.06333725850855815	
Selenomonas	CH4_ml	0.29580252840536087	0.06385221837573302	
Eubacterium_nodatum	IsoValerate_d	-0.29578841312791276	0.06386548924274091	
Izemoplasmatales	ph	-0.29505096719357154	0.06456186553921213	
Prevotella_7	Valerate_d	0.2944922851623406	0.06509342677777814	
Bacteroidales_uncl	IsoValerate_d	0.29380777173865963	0.06574942732213074	
Prevotellaceae_uncl(YAB2003)	Tot_gas	0.29308181943245204	0.06645084363024722	
uncl(NK4A214)	ph	-0.29296038080966313	0.06656875318547927	
Succinivibrio	IsoValerate_d	-0.2927681725434025	0.0667557137218594	
Shuttleworthia	Butyrate_d	0.29263719754421064	0.06688335034484735	
Clostridia_uncl(vadinBB60)	Butyrate_d	0.29257413650523906	0.06694487277633894	
uncl(Family_XIII_AD3011)	Tot_gas	0.2918116332537863	0.06769231639386718	
Prevotella_7	NH3N_d	0.29113646829709505	0.06835963247687137	
Prevotella	IsoValerate_d	0.2908584084227958	0.06863596420675212	
uncl(F082)	Butyrate_d	0.28847789436865673	0.0710378976988908	
Lachnospiraceae_uncl(NK3A20)	VFA_d	0.2881293074665078	0.07139510476230493	
uncl(WPS-2)	Acetate_Propionate	-0.28805325796166936	0.07147322229607977	
Selenomonas	CH4_p	0.2879144609812179	0.07161596690097721	
Izemoplasmatales	IsoValerate_d	0.28769015158968514	0.07184712985042227	
Clostridia_uncl(UCG-014)	CH4_ml	0.28692317064448053	0.07264198010076171	
Treponema	IsoButyrate_d	0.28599516789505086	0.07361292045964735	
Streptococcus	CH4_ml	0.2858351294582885	0.0737813885728505	
uncl(WPS-2)	NH3N_d	-0.2855063767595051	0.07412840657547026	
Candidatus_Saccharimonas	Valerate_d	-0.2854361350292258	0.07420271662199485	
uncl(WPS-2)	Propionate_d	-0.2850999619883172	0.07455916971364597	
uncl(UCG-010)	CH4_p	0.28509679135308696	0.07456253800086618	
Pseudoscardovia	Propionate_d	0.2850032821019422	0.07466193011724036	
Acetitomaculum	Valerate_d	0.2841293857020828	0.07559583441643547	
Shuttleworthia	CH4_p	0.28380924614204256	0.07594023786626844	
Catenisphaera	Tot_gas	0.283500298412545	0.07627376497672413	
Prevotellaceae_uncl(UCG-003)	IsoButyrate_d	0.2828150840799518	0.0770175852048616	
Methanobrevibacter	VFA_d	0.2820658520425463	0.07783737939405785	
uncl(WPS-2)	Tot_gas	-0.2808326068908442	0.07920160445602323	
Prevotellaceae_uncl(YAB2003)	Acetate_Propionate	0.2794722568666129	0.0807280040092223	
Lachnospiraceae_uncl(NK3A20)	NH3N_d	0.27931246611937866	0.0809087937231139	
Acetitomaculum	Butyrate_d	0.2792751490404899	0.08095106024921454	
Prevotella_7	CH4_ml	0.2791004316896666	0.0811491796399091	
Prevotellaceae_uncl(YAB2003)	CH4_ml	0.2783230366998578	0.08203528392495642	
Candidatus_Saccharimonas	Propionate_d	0.27778962608894114	0.08264762946297761	
Acetitomaculum	CH4_ml	0.27720922661988107	0.08331795044338249	
Syntrophococcus	IsoButyrate_d	0.2771717744190593	0.0833613498605753	
Pseudoscardovia	IsoButyrate_d	0.2763036372886405	0.08437227606238572	
uncl(Family_XIII_AD3011)	NH3N_d	0.27470154393284907	0.0862628485168992	
Fibrobacter	CH4_p	0.2719377578551917	0.08960129359210185	
Christensenellaceae_uncl(R-7)	Tot_gas	0.27060053915491694	0.0912519759720266	
Lactobacillus	Tot_gas	0.269597699285621	0.09250521759644156	
Christensenellaceae_uncl(R-7)	CH4_ml	0.2682446339121384	0.09421710511777676	
Selenomonas	Valerate_d	0.2677590171218966	0.09483741219292555	
Methanosphaera	CH4_p	0.26669180338769044	0.096211658605531	
Christensenellaceae_uncl(R-7)	CH4_p	0.26617832370693284	0.09687828941005922	
Prevotella	CH4_ml	0.26592808364844717	0.09720444853500611	
Rhodospirillales_uncl	Propionate_d	-0.26534804799375244	0.09796369781526545	
Rikenellaceae_uncl(RC9_gut)	Acetate_d	-0.26508874821742934	0.09830458062625963	
Prevotella	VFA_d	0.2621720372692318	0.10220188277957638	
Lactobacillus	Acetate_Propionate	0.2618055506490866	0.10269980950862787	
Erysipelotrichaceae_uncl	VFA_d	0.2612631198305444	0.1034401790450486	
Selenomonas	IsoButyrate_d	0.2610184656596352	0.10377543956379623	
uncl(Family_XIII_AD3011)	CH4_ml	0.2608777382067607	0.10396865975959435	
Lactobacillus	Valerate_d	0.2604083597529473	0.10461510486826335	
Treponema	CH4_ml	0.25879159552793796	0.10686523457701913	
Catenisphaera	NH3N_d	0.25813744865396737	0.10778602985362726	
Methanimicrococcus	CH4_p	0.2580282827606249	0.10794028002286374	
uncl(UCG-010)	IsoButyrate_d	0.2577671178386139	0.10830998365013823	
Pseudoramibacter	VFA_d	0.2550714468966868	0.11218236163144145	
Lachnospiraceae_uncl(NK3A20)	Acetate_Propionate	0.2549814913015268	0.11231336735750692	
Muribaculaceae	VFA_d	0.2522303464434284	0.1163761301528722	
Prevotellaceae_uncl(YAB2003)	VFA_d	0.2520307120453503	0.11667519665528782	
Prevotella	Butyrate_d	0.2520307120453503	0.11667519665528782	
Streptococcus	IsoButyrate_d	0.25007949564776544	0.11962883497925622	
Candidatus_Methanomethylophilus	VFA_d	-0.24976536831996446	0.12010954935779723	
uncl(NK4A214)	NH3N_d	0.24882217538383464	0.1215616576035951	
Bacteroidales_uncl	IsoButyrate_d	0.2454987420881056	0.12678341661188225	
uncl(WPS-2)	VFA_d	-0.2453822207896091	0.1269694868663601	
Candidatus_Methanomethylophilus	ph	-0.24483879321759106	0.1278399691039465	
Syntrophococcus	Acetate_Propionate	0.24433824997705048	0.12864569156074246	
Acetitomaculum	NH3N_d	0.24405842530166963	0.12909777159996336	
Dialister	CH4_p	0.24302760111526156	0.13077337539316292	
Fibrobacter	IsoButyrate_d	0.24285835519593021	0.13105002468732663	
Selenomonas	Tot_gas	0.24274325287895085	0.1312384195775655	
uncl(NK4A214)	Acetate_Propionate	0.24218838564549702	0.13214943264919532	
Bifidobacterium	NH3N_d	-0.23937899111366234	0.13683435706167002	
Lachnospiraceae_uncl(NK3A20)	CH4_ml	0.2391060028714892	0.13729606224439325	
Eubacterium_nodatum	Acetate_Propionate	0.2387220744216285	0.13794735062234043	
Pseudoscardovia	CH4_ml	0.23850894508017503	0.1383098839845701	
Acetitomaculum	IsoValerate_d	0.2384135510205355	0.13847237751064978	
Limosilactobacillus	IsoValerate_d	0.23783832362950014	0.139455208792902	
Clostridia_uncl(UCG-014)	Acetate_d	-0.2375632038800176	0.13992709512094295	
Selenomonas	NH3N_d	0.23485221834263822	0.14464021217502865	
Prevotellaceae_uncl(UCG-001)	NH3N_d	-0.23470256043654322	0.1449037548741464	
Erysipelotrichaceae_uncl	NH3N_d	0.2346826362109778	0.14493886740130973	
uncl(NK4A214)	CH4_ml	0.23443169100963981	0.14538164468195966	
Methanobacteriaceae_uncl	NH3N_d	-0.23377977081609705	0.1465365625704088	
Streptococcus	CH4_p	0.23325048014927358	0.14747917820721787	
Methanosphaera	Tot_gas	0.23316128237057127	0.14763846784379844	
Clostridia_uncl(vadinBB60)	IsoValerate_d	0.232035115077642	0.14966044804025402	
Methanosphaera	VFA_d	0.2313833111081934	0.1508399561616457	
Succinivibrio	VFA_d	0.23090655435832738	0.15170699372962024	
Candidatus_Saccharimonas	VFA_d	0.23084548698185842	0.151818314495193	
Izemoplasmatales	Butyrate_d	0.22835126853741297	0.15641623812999603	
Clostridia_uncl(UCG-014)	NH3N_d	0.22798246561654362	0.15710461097368675	
Methanomethylophilaceae_uncl	CH4_ml	-0.22781489965441445	0.1574181009750398	
Izemoplasmatales	Valerate_d	0.22755777919194084	0.1579000179119902	
Streptococcus	VFA_d	0.22686520130460744	0.15920344016805338	
Prevotellaceae_uncl(UCG-003)	Tot_gas	0.22675387435466357	0.1594136827490357	
Succiniclasticum	Butyrate_d	0.22657463922921217	0.15975259434486602	
Selenomonas	IsoValerate_d	0.22543994296026978	0.16191030872186535	
Candidatus_Saccharimonas	Acetate_d	0.2247321124341928	0.16326695293563248	
Monoglobus	ph	0.22388978119108335	0.16489208029446334	
Candidatus_Methanomethylophilus	Propionate_d	-0.22280688061365192	0.16699847450218772	
Bacteroidales_uncl	ph	-0.2213848582912636	0.16979389296475533	
Methanobrevibacter	CH4_p	0.22122075479768283	0.17011864224046525	
Rhodospirillales_uncl	Tot_gas	0.22059517417359736	0.17136072039704459	
Rikenellaceae_uncl(RC9_gut)	CH4_ml	0.22047992245994133	0.1715902594432965	
Methanosphaera	Valerate_d	-0.218836076537432	0.1748882724064353	
uncl(Family_XIII_AD3011)	Acetate_d	0.217918610142486	0.17674858845019953	
Rhodospirillales_uncl	Acetate_d	-0.21752201545633346	0.17755711600637372	
Lactobacillus	VFA_d	0.21709948071864751	0.17842143164378	
Candidatus_Methanomethylophilus	Acetate_Propionate	-0.216313032594559	0.18003814317287942	
Prevotellaceae_uncl(YAB2003)	Acetate_d	0.21586603238967142	0.1809616902789575	
Eubacterium_nodatum	IsoButyrate_d	0.21552436553164728	0.18166988102378345	
Dialister	Propionate_d	0.21531251377653074	0.18210998733459427	
Rhodospirillales_uncl	NH3N_d	0.21521714641838555	0.18230835349347868	
Prevotella_7	CH4_p	0.21467819207354571	0.1834322810674273	
Lactobacillus	CH4_ml	0.2137190389773537	0.18544465523777515	
Streptococcus	Acetate_Propionate	0.21350402407563707	0.18589791432824757	
Methanomethylophilaceae_uncl	IsoButyrate_d	-0.21331869508768878	0.18628922476919402	
Candidatus_Saccharimonas	CH4_p	-0.21296309010298206	0.1870416975716029	
Negativicutes_uncl	VFA_d	-0.21292347781037171	0.18712565176384174	
Prevotellaceae_uncl(UCG-001)	Acetate_Propionate	-0.21288210729067128	0.1872133608490579	
uncl(F082)	Acetate_Propionate	0.2128562062300074	0.18726828817051275	
Candidatus_Methanomethylophilus	Butyrate_d	0.21145549227690225	0.19025575592997776	
Ruminobacter	Acetate_Propionate	-0.21088270498019274	0.19148705923112572	
Bifidobacterium	VFA_d	-0.21050658094200286	0.19229865582467387	
Limosilactobacillus	NH3N_d	0.20985409763208263	0.19371232947078576	
Pseudoscardovia	NH3N_d	0.209666224670908	0.1941207305318509	
Olsenella	Valerate_d	0.20847721286579884	0.19671949372268477	
