featureid	rab.all	rab.win.TMR	rab.win.Trt	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	BS	Treatment
Candidatus_Methanomethylophilus_uncl|7f9f3dfd00171d3cdbbb43e99571f427	1.3217434159138701	0.534991546205361	1.6968722013736999	1.02778727298876	0.7745237926162879	1.24563094077233	0.109162111532595	0.0048560251080134705	0.0359512958103576	0.0093482905982906	0.0535545357420357	E	Trt3
Methanimicrococcus_unid_methanogen|48e85a9a857b4a2519ae19161151bd77	-5.535364038270131	-8.39757136433922	-0.806704182925576	7.18225030769331	6.01560132079479	1.16797709463034	0.11523467491608301	0.0110365015754399	0.0727658991675385	0.00902292152292152	0.0720434715747216	E	Trt4
Methanomethylophilaceae_uncl|d2f4c2e460ea27e6b4b45e72bd385f51	1.23736906851175	0.78403558587941	1.79855929251581	0.954982274774245	0.55388386903526	1.7447199201275199	0.0214861833620702	0.000498120533284483	0.00827594207309448	0.000950611888111888	0.0122787368881119	E	Trt4
Methanomethylophilaceae_uncl|c795ee00534258677d0fb6e390f08c1d	-3.06545153240219	-1.618927256498	-7.87900262537851	-6.537772735230679	4.22488875976942	-1.49146811735167	0.0155970383678886	0.00178328252001728	0.0211573126347672	0.00040913947163947204	0.0075168754856254905	E	Trt4
Methanomethylophilaceae|898c387af1af6f5578d717b5d09aa6e2	2.38346008107366	1.70258658989006	3.0815830556078603	1.3290942355238797	1.31913342610869	1.14388468150845	0.109162111532595	0.00547140478430335	0.0259273020846617	0.009646950271950271	0.037527301980427	E	Trt5
Methanomethylophilaceae_uncl|9af52a9758c50a5a0cdfc9eb06d55d6f	3.74843315480084	2.48278966554396	4.66848857195638	1.8589090641752402	0.919311534883904	2.15967217883324	0.00390865404955307	2.45838016235918e-05	0.00044012318571585497	0.000184537684537685	0.00180895493395493	E	Trt5
Methanimicrococcus_unid_methanogen|48e85a9a857b4a2519ae19161151bd77	-2.53698109715316	-8.47756649710291	1.2692052669069398	9.2319308259963	4.41638951633429	2.20869981553068	0.00013705627678544099	0.00010666648842148599	0.0010196547428312698	0.000155400155400155	0.00162077505827506	E	Trt5
Methanobrevibacter_wolinii|b43f853c5e314c86eedefe7670431b80	-2.4323453266575497	-0.224760484271016	-8.213787575584691	-7.8290925366766295	3.85711497961564	-1.8834497062656999	0.0644536990219286	0.000819849294192319	0.00557139500966415	0.00185873154623155	0.00977668165168165	E	Trt5
Methanomicrobium|37c03b396436fff90b9707c1892c3990	5.848227651214731	4.89432613190669	6.40325970625117	1.9029060620071498	1.8088760006336102	1.0280723777633198	0.146484599709521	0.00787062899902955	0.0323668090469058	0.0198232323232323	0.0668036968818219	E	Trt5
Methanomethylophilaceae_uncl|d2f4c2e460ea27e6b4b45e72bd385f51	1.5734789146383201	0.784156026131732	1.9990246468008301	1.28576355386531	0.5837624199268531	2.38740696857217	0.00196888864670557	0.000103604559587787	0.000979743762426519	0.00018089549339549298	0.0017719259906759897	E	Trt5
Candidatus_Methanomethylophilus_uncl|7f9f3dfd00171d3cdbbb43e99571f427	1.58178767332024	0.913457234428803	1.96106335709781	0.9473134692848499	0.8095861662361279	1.10043349882074	0.113060734311973	0.00857423851049677	0.0332614788695329	0.0139398795648796	0.0490874511115988	E	Trt5
Methanobrevibacter_wolinii|80e76fce75cdd45abb462b692c741f77	-1.17806045585349	0.506898332744507	-6.89865140462643	-7.1042508934975706	4.76062518873565	-1.29871865250034	0.060429462762738	0.00425509898508056	0.0193567742566222	0.0028396950271950302	0.0130163384069634	E	Trt5
Methanomethylophilaceae_uncl|9af52a9758c50a5a0cdfc9eb06d55d6f	1.92600692362604	0.7632043482483241	3.1214494200919995	2.0537993417054	2.14910974357242	0.974931817200803	0.136452485954291	0.0143337220616106	0.0924784331566315	0.0171134421134421	0.0862878383190883	FR	Trt4
Methanobrevibacter_wolinii|b43f853c5e314c86eedefe7670431b80	1.8802607584199198	2.40545942226936	0.5676748983971229	-1.78888449579319	1.99425514458833	-0.874509815780315	0.136452485954291	0.0212273766669667	0.0935180687921836	0.013986013986014	0.0831118996743997	FR	Trt4
Methanobrevibacter_uncl|e3d026061d084107a6d9c7abafa067cb	0.08615848254757902	0.6603831178506271	-0.5921244520070059	-1.1852563009166999	1.2724140397748798	-0.982142360471794	0.152343963954536	0.015398839000017999	0.0928860872551603	0.0224747474747475	0.0965516572547822	FR	Trt4
Methanobrevibacter_wolinii|80e76fce75cdd45abb462b692c741f77	2.83909281519481	3.4400033252979703	1.46982519261376	-1.88327952055675	1.91991114215097	-0.94875001540787	0.138672115414159	0.0186798932040808	0.0933088456841121	0.0145881895881896	0.0826866478428978	FR	Trt4
Methanobacteriaceae|a86a104c488483155f1a146cb2454b8f	-0.0922960890977107	-1.41335555726637	0.770075588973562	2.43264186292137	1.69244769585761	1.35601255014029	0.0194951667882422	0.0202240607272955	0.0991024244360307	0.000354506604506604	0.00282634032634033	FR	Trt5
Methanobacteriaceae_uncl|442791b78062a54bbb568e4b24fe2e6f	0.363677424184952	-0.456041324625431	1.03507568525368	1.4673589883792701	1.43196888136442	1.09597719934883	0.0760238696131312	0.00703016972292789	0.0499664270920883	0.00643696581196581	0.0373601398601399	FR	Trt5
Methanobrevibacter_wolinii|b43f853c5e314c86eedefe7670431b80	1.1477093708909099	2.94131777735077	-2.47030918346745	-5.54062655133325	2.85866591400401	-1.9500098627975802	0.00013705627678544099	0.00132807945941838	0.013638602035743	0.000155400155400155	0.00160742035742036	FR	Trt5
Methanobrevibacter_wolinii|80e76fce75cdd45abb462b692c741f77	1.87902768476078	3.9314718453452597	-1.43776169066078	-5.25888269054308	1.68659242227627	-2.9690325919977703	0.00013705627678544099	7.611323517533071e-07	1.82671764420794e-05	0.000155400155400155	0.00160742035742036	FR	Trt5
Methanobacteriaceae|a86a104c488483155f1a146cb2454b8f	-0.9927961513135258	-2.24303158545011	-0.37118454979956894	1.7669406033883799	0.7913826106762659	2.07086837171265	0.0156349870380704	0.008612670751979391	0.0566239226120692	0.0328125	0.121996173469388	SAM	Trt4
Methanobacteriaceae_uncl|442791b78062a54bbb568e4b24fe2e6f	-0.39663428924434996	-1.04600899389091	-0.0737482476562978	1.01466694388494	0.45810022155437	2.15536144473775	0.0039300390166358	0.0190774621324463	0.0892465551871392	0.0316964285714286	0.12063988095238098	SAM	Trt4
Methanobrevibacter_wolinii|b43f853c5e314c86eedefe7670431b80	1.3846803363353601	2.2442568772187	0.687280607714391	-1.4954865575075	0.276578943121211	-4.2978044649228195	0.00027407495720991	0.00452682041114745	0.043581728561309	0.0287946428571429	0.11500425170068	SAM	Trt4
Methanobrevibacter_wolinii|80e76fce75cdd45abb462b692c741f77	2.35669158176942	3.1187841652485697	1.62009927462529	-1.47729067931685	0.25519480336336803	-4.7752434439824505	0.0039300390166358	0.0038186081496977796	0.0429338398874857	0.0287946428571429	0.11500425170068	SAM	Trt4
Methanomethylophilaceae|898c387af1af6f5578d717b5d09aa6e2	-0.0244282033456886	-0.9665650420967921	0.266587971289301	1.6200015185615801	1.0156205968996501	1.59789235686681	0.00394539012341145	0.0225047517093385	0.0810273083905568	0.0350446428571429	0.0991301729024943	SAM	Trt5
Methanomethylophilaceae_uncl|9af52a9758c50a5a0cdfc9eb06d55d6f	1.96269753607355	0.36729649489208505	2.7124862994624297	2.3411301314135398	0.87087948597489	2.6211791409870897	0.00027407495720991	0.00503547856617388	0.0332257743612378	0.0285714285714286	0.0854464285714286	SAM	Trt5
Methanobacteriaceae|a86a104c488483155f1a146cb2454b8f	-0.277299749959377	-2.08370578537951	0.48451977653748296	2.46289695799728	0.687344959073975	3.5228795781212097	0.00027407495720991	0.00243488066158148	0.0212214538189649	0.0285714285714286	0.0854464285714286	SAM	Trt5
Methanobacteriaceae_uncl|442791b78062a54bbb568e4b24fe2e6f	-0.416910786169729	-0.86818488106774	1.05785518763739	1.90331799446197	1.03052360795578	1.86990302138641	0.0116864462584882	0.0121290870387989	0.0570975757549466	0.0316964285714286	0.0910119047619048	SAM	Trt5
Methanobrevibacter_wolinii|b43f853c5e314c86eedefe7670431b80	-0.0551300891117386	2.2344337729932997	-8.398890341187919	-10.5311840268783	3.82053268239137	-2.62729328465253	0.00027407495720991	0.0205277171199917	0.0739312092605651	0.0285714285714286	0.0854464285714286	SAM	Trt5
Methanimicrococcus|8af9eba213f5152a205582125bf8fa4a	0.980556647783542	0.31233911576918105	2.36094378909617	1.78962171809576	0.8790746624964408	1.93543459208731	0.00783249624898957	0.0242596147909098	0.08400703182040802	0.0301339285714286	0.0879134778911565	SAM	Trt5
Methanobrevibacter_wolinii|80e76fce75cdd45abb462b692c741f77	1.15723110987374	3.1174954969549002	-1.7146905270336799	-4.83662934728762	0.43902325313743895	-11.1611864662362	0.00027407495720991	9.537467184953649e-05	0.0020376723102848698	0.0285714285714286	0.0854464285714286	SAM	Trt5
